title,description,creator,date,subject,coverage,digital collection,holding institution,source,identifier,rights,rightsstatement,media type,type,format,digitization specifications,language,date digital,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
"The Family Tree : 1946, January","Vol. 10 No. 4, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-01,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4601,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1013,1013,1014.pdf,/spec_pot/supp/1013/index.pdf,spec_pot1013,pdf,spec_pot1013.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1013.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1013_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1013_th.jpg,""
"The Family Tree : 1946, February","Vol. 10 No. 5, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-02,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4602,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1031,1031,1032.pdf,/spec_pot/supp/1031/index.pdf,spec_pot1031,pdf,spec_pot1031.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1031.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1031_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1031_th.jpg,""
"The Family Tree : 1946, March","Vol. 10 No. 6, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-03,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4603,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1040,1040,1041.pdf,/spec_pot/supp/1040/index.pdf,spec_pot1040,pdf,spec_pot1040.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1040.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1040_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1040_th.jpg,""
"The Family Tree : 1946, April","Vol. 10 No. 7, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-04,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4604,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1022,1022,1023.pdf,/spec_pot/supp/1022/index.pdf,spec_pot1022,pdf,spec_pot1022.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1022.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1022_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1022_th.jpg,""
"The Family Tree : 1946, May","Vol. 10 No. 8, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-05,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4605,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1067,1067,1068.pdf,/spec_pot/supp/1067/index.pdf,spec_pot1067,pdf,spec_pot1067.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1067.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1067_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1067_th.jpg,""
"The Family Tree : 1946, June","Vol. 10 No. 9, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-06,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4606,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1058,1058,1059.pdf,/spec_pot/supp/1058/index.pdf,spec_pot1058,pdf,spec_pot1058.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1058.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1058_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1058_th.jpg,""
"The Family Tree : 1946, July","Vol. 10 No. 10, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-07,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4607,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1076,1076,1077.pdf,/spec_pot/supp/1076/index.pdf,spec_pot1076,pdf,spec_pot1076.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1076.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1076_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1076_th.jpg,""
"The Family Tree : 1946, August","Vol. 10 No. 11, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-08,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4608,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1049,1049,1050.pdf,/spec_pot/supp/1049/index.pdf,spec_pot1049,pdf,spec_pot1049.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1049.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1049_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1049_th.jpg,""
"The Family Tree : 1946, September","Vol. 10 No. 12, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-09,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4609,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1085,1085,1086.pdf,/spec_pot/supp/1085/index.pdf,spec_pot1085,pdf,spec_pot1085.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1085.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1085_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1085_th.jpg,""
"The Family Tree : 1946, October","Vol. 11 No. 1, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-10,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4610,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1112,1112,1113.pdf,/spec_pot/supp/1112/index.pdf,spec_pot1112,pdf,spec_pot1112.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1112.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1112_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1112_th.jpg,""
"The Family Tree : 1946, November","Vol. 11 No. 2, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-11,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4611,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1094,1094,1095.pdf,/spec_pot/supp/1094/index.pdf,spec_pot1094,pdf,spec_pot1094.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1094.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1094_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1094_th.jpg,""
"The Family Tree : 1946, December","Vol. 11 No. 3, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1946-12,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4612,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1103,1103,1104.pdf,/spec_pot/supp/1103/index.pdf,spec_pot1103,pdf,spec_pot1103.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1103.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1103_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1103_th.jpg,""
