objectid,title,creator,recipient,date,archival_date,approximated_date,description,subject,location,idaho_county,address,latitude,longitude,source,identifier,format_original,type,format,finding_aid,digital_collection,contributing_institution,language,rights,rightsstatement,list,filename,display_template,object_location,image_small,image_thumb
ictws_0435,Letter on 28th Annual Meeting,"Aderhold, Mike","Blair, Charles L.",1990-03-09,09 March 1990,,"Letter on 28th Annual Meeting for ICTWS with discussions on the Trumpeter Swans, Harriman State Park, and Professor Robert Eng.",letters; meetings; discussions; swans; birds (animals); state parks,"Boise, Idaho",Ada County,"CH2M Hill, P.O. Box 8748",43.6087587,-116.194008,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-033,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-033.pdf,mg511_b02_f101-033.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-033.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-033_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-033_th.jpg
ictws_0436,Endangered Species Act Petition for Listing,"Creamer, Michael C.","Blair, Chuck",1990-03-14,14 March 1990,,"Letter about petition proceedings involving congress, the national TWS office, and legal assistance.",letters; petitions; congress,"Boise, Idaho",Ada County,"CH2M Hill, P.O. Box 8748",43.6087587,-116.194008,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-034,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-034.pdf,mg511_b02_f101-034.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-034.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-034_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-034_th.jpg
ictws_0437,Letter from Sharon Ritter,"Ritter, Sharon","Spinks, John",1990-04-02,02 April 1990,,Letter from Sharon Ritter representing the Wyoming Chapter-TWS for fair treatment in the ICTWS's Trumpeter Swans Petition proceedings.,letters; petitions,"Lakewood, Colorado",,134 Union Blvd.,39.71738593,-105.1317994,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-035,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-035.pdf,mg511_b02_f101-035.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-035.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-035_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-035_th.jpg
ictws_0438,Letter from James A. McClure about the Trumpeter Swans Petition,"McClure, James A.","Davidson, Bill",1990-03-20,20 March 1990,,Letter from James A. McClure about the Trumpeter Swans Petition,letters; petitions; swans; wildlife,"Pocatello, Idaho",Bannock County,421 Wayne,42.88281841,-112.4456229,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-036,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-036.pdf,mg511_b02_f101-036.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-036.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-036_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-036_th.jpg
ictws_0439,Letter to David Jolly,"Moroz, Paul","Jolly, David",1992-12-17,17 December 1992,,"Letter to David Jolly about the forest service's report ""A Management Strategy (Strategy) for the Clearwater National Forest (CNF)."" The ICTWS holds several questions about the report.",documents; forests; letters (correspondence); reports; management; strategies,"Missoula, Montana",,"USDA Forest Service Federal Building, Box 7669",46.61227477,-111.9888531,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f102-001,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f102-001.pdf,mg511_b02_f102-001.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f102-001.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f102-001_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f102-001_th.jpg
ictws_0440,Documents on Clearwater National Forest Management Strategy,"Jolly, David F.",,1992-10-08,08 October 1992,,"First document, ""Statement From Northern Regional Forester Dave Jolly"", about CNF staff not being directed as a team to a clear goal. The second document is a letter about a management strategy and evaluations. The final document is ""A Management Strategy for the Clearwater National Forest.""",documents; forests; letters (correspondence); reports; management; strategies; statements; evaluations,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f102-002,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f102-002.pdf,mg511_b02_f102-002.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f102-002.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f102-002_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f102-002_th.jpg
ictws_0441,Handwritten Pages,,,,undated,,"Pages of handwritten cursive notes, presumably in pencil.",pages; handwritten; notes (documents); cursive; pencils,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f102-003,handwritten document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f102-003.pdf,mg511_b02_f102-003.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f102-003.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f102-003_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f102-003_th.jpg
ictws_0442,Letter from Paul Moroz,"Moroz, Paul",Alan,1992-12-17,17 December 1992,,"Letter from Paul Moroz about support from Alan on an unspecified matter, and to discuss future preparations on an annual meeting.",letters; meetings,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f102-004,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f102-004.pdf,mg511_b02_f102-004.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f102-004.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f102-004_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f102-004_th.jpg
ictws_0443,Documents on an Idaho Training Range,"Ables, Ernest D.; Moroz, Paul; Idaho Chapter of The Wildlife Society","Irby, Lynn R.; Franklin, Thomas; McCormick, David B.",1993-03-31,31 March 1993,,Letters about the United States Air Force proposal to construct an Idaho training range on the Owyhee Range of Southwest Idaho. The ICTWS rejects this proposal. A draft Environmental Impact Statement document on the proposed Idaho Training Range listing several concerns and potential negative impacts. Letters to David B. McCormick about alternatives to items within the training range proposal.,letters; proposals; statements; documents; lists,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f103-001,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f103-001.pdf,mg511_b02_f103-001.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f103-001.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f103-001_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f103-001_th.jpg
ictws_0444,Wilderness Input Criteria,The Wildlife Society,"Lombardi, Lisa",,undated,,Draft document for The Wilderness Society: Wilderness Input Criteria. The document states for Wildlife Society members to provide essential wilderness information that follows the criteria already listed.,drafts; documents; wilderness; information; lists,"Moscow, Idaho",Latah County,206 E. Morton,46.73999378,-116.9997033,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f103-002,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f103-002.pdf,mg511_b02_f103-002.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f103-002.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f103-002_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f103-002_th.jpg
